id_cliente,nombre_cliente,ciudad,fecha_registro,edad,plan_contratado,antiguedad_meses,uso_datos_gb,num_llamadas_soporte,cargo_mensual,satisfaccion_cliente,valor_vida_cliente,abandono
NC-00020,Constanza del Barba,Sevilla,2024-03-27,70,Basico,27,15.0,1,28.83,7,1053.5,No
NC-00021,Segismundo de Moles,La Rioja,2026-06-06,19,Estandar,1,55.6,6,63.75,4,823.94,No
NC-00022,Edelmira Batalla Galván,Toledo,2022-08-14,41,Estandar,47,27.5,2,57.42,6,3431.4,No
NC-00023,Valentina Miranda-Garcia,Lugo,2025-04-17,61,Estandar,15,33.2,0,59.17,10,1639.51,No
NC-00024,Gertrudis Segarra Clavero,Lugo,2023-10-05,47,Basico,33,17.7,2,29.77,7,1349.37,No
NC-00025,Buenaventura Huerta-Jódar,Palencia,2024-09-08,55,Premium,22,97.9,3,84.82,8,2823.85,No
NC-00026,Inés Pujol-Paredes,Segovia,2023-02-11,19,Estandar,41,,3,47.87,6,2562.43,No
NC-00027,Bruno del Bou,Albacete,2023-04-16,38,Basico,39,13.3,4,34.28,7,1755.05,No
NC-00028,Tito Canals Coronado,Alicante,2026-04-30,50,Premium,2,66.4,0,92.97,8,173.74,Si
NC-00029,Ruy Roca Bartolomé,Ourense,2021-11-02,29,Premium,56,109.6,2,98.15,5,6710.42,No
NC-00030,Francisca Solé Ángel,Barcelona,2024-03-28,39,Basico,27,14.0,2,32.07,5,1269.19,No
NC-00031,Leonel Alberdi-Carbó,Ourense,2024-06-20,61,Basico,24,22.2,2,33.29,8,1257.29,No
NC-00032,Pili del Nieto,Almería,2022-10-20,42,Premium,44,91.6,1,99.01,7,5502.39,No
NC-00033,Eugenio Royo Cruz,Córdoba,2024-09-18,66,Estandar,21,37.8,3,61.0,5,1241.18,Si
NC-00034,Abril Lago Valle,Melilla,2025-05-11,44,Basico,14,13.7,4,36.57,7,477.21,Si
NC-00035,José Luis Camino Martín,Pontevedra,2026-02-19,59,Estandar,4,37.6,2,59.62,8,945.37,No
NC-00036,María Fernanda Flor,Toledo,2022-12-05,45,Premium,43,,1,92.72,9,5147.25,No
NC-00037,Glauco Cuéllar Abascal,Ávila,2026-01-30,33,Estandar,5,65.1,2,62.48,5,293.69,Si
NC-00038,Etelvina Laura Aliaga Caparrós,León,2024-02-09,32,Estandar,29,36.6,7,54.48,4,1561.85,Si
NC-00039,Valeria Meléndez Heras,Lugo,2022-07-30,64,Premium,47,83.9,2,91.49,7,5410.43,No
NC-00040,Dionisio Bermúdez Boada,Ceuta,2021-10-03,68,Basico,57,15.3,1,32.42,9,2262.27,No
NC-00041,Sabina Bayón Casas,Pontevedra,2024-12-25,61,Basico,18,19.4,2,32.76,8,915.7,No
NC-00042,Narciso Talavera Dalmau,Zamora,2025-10-16,72,Estandar,9,25.8,1,57.05,8,1229.24,No
NC-00043,Juan Luis Rocha-Galán,Salamanca,2022-10-12,69,Premium,45,99.1,6,87.97,5,4994.63,No
NC-00044,Priscila de Mesa,Cáceres,2025-06-10,74,Basico,13,11.7,2,34.35,8,855.68,No
NC-00045,Nazaret Perea Ríos,Lleida,2024-04-07,20,Estandar,27,45.5,2,63.72,8,2527.63,No
NC-00046,Jennifer Carrillo,Ceuta,2022-11-14,54,Estandar,44,35.1,4,66.73,5,3730.39,No
NC-00047,Daniel de Neira,Jaén,2021-07-31,68,Estandar,59,17.0,4,58.91,5,4136.65,No
NC-00048,Macario Grau Giménez,Badajoz,2026-03-10,24,Estandar,4,43.7,0,59.38,7,193.3,Si
NC-00049,Andrés Felipe Barral Granados,Cantabria,2025-11-10,38,Premium,8,97.2,3,89.65,5,716.33,Si
NC-00050,Víctor Angulo Murillo,Burgos,2024-05-12,26,Estandar,26,34.2,5,65.88,5,1702.85,Si
NC-00051,José Ángel Gárate Lopez,Cádiz,2024-01-22,56,Estandar,29,33.6,1,59.6,8,1730.18,Si
NC-00052,Clotilde Catalán Suárez,Salamanca,2025-07-29,35,Basico,11,9.8,5,31.95,4,339.41,Si
NC-00053,Ruben del Ramírez,Zamora,2024-01-04,21,Estandar,30,47.7,3,58.5,7,2494.24,No
NC-00054,Asdrubal Caballero,Ávila,2026-06-04,42,Basico,1,18.5,1,30.26,10,50.0,Si
NC-00055,Felicidad Roda Reig,Sevilla,2022-10-17,31,Basico,45,11.5,1,34.59,7,1918.74,No
NC-00056,Teresa Balaguer Cabello,Pontevedra,2026-05-09,67,Estandar,2,34.6,1,53.35,7,771.4,No
NC-00057,Heriberto Nicolau Canales,Vizcaya,2025-04-21,26,Basico,14,14.7,1,39.6,7,1086.79,No
NC-00058,Clemente de Sanabria,Melilla,2024-06-04,43,Basico,25,24.1,3,39.45,6,1464.3,No
NC-00059,Héctor Español Lopez,Huesca,2022-07-01,70,Estandar,48,45.5,1,57.78,8,3473.78,No
NC-00060,Diana Benet Salazar,Tarragona,2025-08-14,19,Basico,11,11.2,1,26.8,7,271.4,Si
NC-00061,Ariel de Alcolea,Ceuta,2021-11-19,37,Basico,55,16.2,6,21.54,4,1435.91,No
NC-00062,Renato Guzmán Delgado,Zamora,2022-09-24,45,Estandar,45,26.2,2,51.36,7,2326.29,Si
NC-00063,Julieta Teruel García,Huelva,2026-03-25,64,Estandar,3,47.2,3,63.37,6,224.06,Si
NC-00064,Yaiza Barral Cózar,Las Palmas,2022-07-16,24,Basico,48,21.7,2,33.75,9,2038.38,No
NC-00065,Abril Portero Lara,Córdoba,2024-03-01,61,Premium,28,123.6,1,99.83,7,4047.74,No
NC-00066,Eloísa Rocha Torrecilla,Vizcaya,2021-10-03,25,Estandar,57,47.3,2,50.5,6,3487.45,No
NC-00067,Claudio Martin Gelabert,Ávila,2024-12-16,64,Estandar,19,34.2,3,56.44,7,1038.71,Si
NC-00068,Luis Miguel Barrera Mir,Pontevedra,2023-06-02,52,Estandar,37,27.0,2,64.54,7,3129.67,No
NC-00069,Amador Tapia Valverde,Córdoba,2025-05-03,31,Premium,14,62.0,1,90.72,7,1307.11,Si
NC-00070,Camila Barberá,Álava,2024-08-01,34,Estandar,23,11.9,4,49.83,6,1176.3,Si
NC-00071,Anita Estevez,Ourense,2022-05-01,53,Estandar,50,46.9,2,59.13,6,3616.72,No
NC-00072,Manuel Bayo Gutierrez,Melilla,2024-04-26,67,Estandar,26,39.0,5,55.04,4,1424.75,Si
NC-00073,Azeneth Hoz Ariño,Jaén,2022-01-04,57,Basico,54,18.6,1,33.53,6,2207.78,No
NC-00074,Anita Hortensia Yáñez Molina,Tarragona,2023-03-16,21,Basico,40,20.7,1,32.17,8,1650.29,No
NC-00075,Cristian Miralles-Gómez,La Rioja,2026-07-04,19,Estandar,1,41.0,1,61.82,6,50.0,Si
NC-00076,Hector Castro-Marín,Badajoz,2026-01-08,23,Estandar,6,41.5,3,53.06,5,295.15,Si
NC-00077,Estela Belmonte Agustí,Las Palmas,2023-06-08,71,Estandar,37,35.4,1,56.3,8,2730.1,No
NC-00078,María Ángeles Cabo Beltrán,Córdoba,2023-11-28,59,Basico,31,13.6,2,36.81,6,1541.24,No
NC-00079,Clotilde del Cazorla,Ourense,2023-03-18,21,Estandar,40,47.3,2,52.96,7,2778.79,No
NC-00080,Vera Bayona Hidalgo,Salamanca,2021-09-26,71,Basico,57,14.3,3,26.41,6,1830.78,No
NC-00081,Elodia Cruz Ríos,Soria,2022-04-03,46,Estandar,51,36.8,3,59.68,6,3745.92,No
NC-00082,Ofelia del Ángel,Valladolid,2026-02-14,35,Estandar,5,39.8,1,60.41,7,964.85,No
NC-00083,Nazario Marí Calleja,La Rioja,2025-05-01,43,Estandar,14,48.9,1,57.45,8,1484.73,No
NC-00084,Eligio Carlos Campo,Cádiz,2022-04-15,61,Estandar,51,,5,56.92,5,3601.59,No
NC-00085,Calixta del Luján,Navarra,2025-11-24,51,Estandar,7,39.3,2,61.6,7,1148.32,No
NC-00086,Clementina Paca Novoa Frutos,Córdoba,2024-11-24,27,Basico,19,,5,35.85,4,646.65,Si
NC-00087,José Antonio Torres-Iglesias,Ourense,2023-03-14,53,Estandar,40,51.6,2,54.81,8,2188.71,Si
NC-00088,Arturo Roda Lloret,Vizcaya,2025-09-18,31,Basico,9,14.0,0,33.22,7,309.03,Si
NC-00089,Abel Múgica Castrillo,Valencia,2024-03-31,48,Estandar,27,32.8,1,65.84,8,2507.76,No
NC-00090,Cecilio Sala-Roma,Sevilla,2025-11-23,65,Estandar,7,35.2,3,57.94,6,1141.48,No
NC-00091,Adelia de Benet,Valencia,2022-01-08,32,Estandar,54,50.5,3,54.65,6,3569.43,No
NC-00092,Leandro Araujo Peiró,León,2024-08-12,25,Estandar,23,60.3,5,55.4,4,1261.52,Si
NC-00093,Mamen Colomer-Ropero,Badajoz,2024-12-04,31,Premium,19,63.7,2,90.57,5,1756.27,Si
NC-00094,Alfonso Mendez Pastor,Málaga,2022-10-20,40,Premium,44,68.1,2,96.99,8,5435.2,No
NC-00095,Vinicio Pallarès Gallo,Zamora,2025-03-07,74,Basico,16,14.3,1,31.23,9,907.32,No
NC-00096,Nazario de Otero,Zaragoza,2024-09-08,57,Basico,22,15.4,3,32.49,5,761.39,Si
NC-00097,Verónica del Cortes,Cáceres,2024-10-29,38,Basico,20,18.1,3,26.83,7,814.77,No
NC-00098,Toni de Elorza,Santa Cruz de Tenerife,2024-09-18,33,Basico,21,11.4,4,36.06,6,784.32,Si
NC-00099,Aitana Escobar Márquez,Zaragoza,2021-08-24,62,Estandar,58,29.4,5,52.21,4,3694.46,No
NC-00100,Rosario Hurtado Lasa,Burgos,2023-12-19,35,Premium,30,92.8,0,91.76,9,3842.65,No
NC-00101,Rufino Campoy Piñeiro,Pontevedra,2024-06-23,64,Basico,24,14.0,0,34.55,8,1234.91,No
NC-00102,Timoteo Sosa Girón,Ávila,2024-07-13,70,Basico,24,18.7,5,21.67,6,722.73,No
NC-00103,Sebastian Seguí,Córdoba,2024-03-01,41,Basico,28,16.9,0,32.56,9,935.11,Si
NC-00104,Encarnación Goñi Gisbert,Huesca,2025-05-02,43,Estandar,14,45.6,5,54.36,5,1337.31,No
NC-00105,Narciso Ferrando Pujadas,Pontevedra,2026-04-26,42,Estandar,2,39.0,5,58.98,5,147.02,Si
NC-00106,Eligia Baños Lorenzo,Toledo,2022-04-16,62,Basico,51,24.4,3,30.68,7,1890.31,No
NC-00107,Miguela Vergara Pulido,La Coruña,2023-05-19,58,Premium,38,73.2,0,102.85,8,5184.22,No
NC-00108,Eusebia de Carlos,Teruel,2025-04-28,46,Estandar,14,46.1,0,57.64,8,1510.53,No
NC-00109,Chuy Lara-Arenas,Vizcaya,2025-01-29,32,Basico,17,9.9,3,40.2,6,713.67,Si
NC-00110,Marc Rovira Ojeda,Santa Cruz de Tenerife,2025-04-22,62,Estandar,14,29.3,2,60.86,8,1557.98,No
NC-00111,Isa Vidal Carlos,León,2023-12-31,18,Estandar,30,33.9,4,54.38,6,1591.4,Si
NC-00112,Ximena Falcón Iñiguez,Cantabria,2022-12-08,42,Basico,43,21.5,2,33.8,8,1806.09,No
NC-00113,Paulino Rubio Abellán,Cantabria,2025-02-23,24,Basico,16,16.1,1,30.09,6,875.26,No
NC-00114,Ángela Figueras,Zamora,2025-01-24,26,Basico,17,12.6,4,32.47,5,961.52,No
NC-00115,Irene Becerra Murillo,Salamanca,2022-09-24,41,Basico,45,16.5,0,28.08,8,1621.51,No
NC-00116,Estefanía Narcisa Casanovas Mas,Soria,2026-07-16,18,Premium,1,90.7,0,102.52,7,111.26,Si
NC-00117,Esmeralda Real,Huesca,2022-04-11,61,Premium,51,80.2,1,97.65,8,6168.27,No
NC-00118,Graciana Marqués Castejón,Segovia,2022-10-07,25,Basico,45,9.4,2,31.1,5,1763.95,No
NC-00119,Humberto Pinilla,Cáceres,2023-04-24,41,Basico,38,20.8,1,40.73,9,2047.61,No
NC-00120,Mario Mascaró Ramis,Cuenca,2024-02-15,28,Basico,29,15.8,5,31.95,6,900.84,Si
NC-00121,Serafina de Mateu,Huelva,2025-07-31,68,Basico,11,23.7,5,37.86,4,406.18,Si
NC-00122,Cruz Ildefonso Montserrat Sola,La Coruña,2026-01-05,34,Premium,6,108.8,3,96.07,6,667.72,Si
NC-00123,Isaura García Vicente,Melilla,2024-05-25,25,Basico,25,17.2,3,33.69,7,1247.7,No
NC-00124,Rosalina Doménech Blazquez,Valencia,2022-02-08,52,Basico,53,13.3,3,30.92,6,1950.65,No
NC-00125,José Ángel Natanael Naranjo Bueno,Ávila,2024-09-27,52,Basico,21,10.6,5,31.54,5,650.08,Si
NC-00126,Nicodemo del Gomila,Toledo,2022-04-18,50,Estandar,51,37.8,2,59.63,6,3724.96,No
NC-00127,Candelario Amat,Huelva,2021-08-07,22,Basico,59,10.5,1,27.7,7,1971.48,No
NC-00128,Donato Talavera Beltran,Ceuta,2025-01-10,59,Estandar,18,46.5,0,57.64,9,1702.52,No
NC-00129,Herminia Ferreras Plana,Lleida,2023-11-14,56,Basico,32,21.5,0,31.07,9,987.89,Si
NC-00130,Gloria Hervás Coloma,Ourense,2025-01-25,58,Estandar,17,37.4,3,59.89,4,995.93,Si
NC-00131,Victoriano Campillo Rodríguez,Córdoba,2023-01-12,45,Estandar,42,49.4,1,59.79,9,3234.58,No
NC-00132,Chus del Ayllón,La Rioja,2026-04-09,24,Basico,3,12.2,5,37.09,4,537.53,No
NC-00133,Diana de Sastre,Navarra,2025-06-22,26,Basico,12,13.8,2,35.62,8,865.59,No
NC-00134,Salvador Sobrino Molins,Málaga,2026-05-17,25,Premium,2,73.7,3,91.39,7,241.24,Si
NC-00135,María José Vargas Roldan,Guipúzcoa,2022-09-16,29,Premium,46,47.3,6,96.64,3,4410.81,Si
NC-00136,Itziar de Taboada,Zaragoza,2023-03-29,51,Estandar,39,39.6,0,68.33,10,2686.59,Si
NC-00137,Dora Huertas Lluch,Murcia,2023-02-15,50,Estandar,41,41.3,0,48.91,8,2518.65,No
NC-00138,Julieta Haro,Tarragona,2024-10-16,65,Premium,21,111.3,0,100.79,9,3319.09,No
NC-00139,Isidro Berenguer-Macias,Jaén,2024-01-03,72,Estandar,30,48.0,2,56.34,6,2373.15,No
NC-00140,Elías del Montenegro,Vizcaya,2026-04-03,40,Basico,3,18.2,3,35.82,6,85.02,Si
NC-00141,Anita de Contreras,Valladolid,2025-09-19,41,Premium,9,70.5,1,98.24,6,830.54,Si
NC-00142,Gregorio de Gargallo,Vizcaya,2021-11-26,54,Basico,55,16.8,1,27.3,8,1827.96,No
NC-00143,Hipólito Ramón Muro,Soria,2024-02-11,52,Estandar,29,55.8,2,51.32,8,1534.24,Si
NC-00144,Josefa del Barrios,Palencia,2026-07-10,61,Basico,1,16.5,1,35.83,9,461.4,No
NC-00145,Sigfrido Rivera,Lugo,2024-02-17,57,Basico,29,22.3,2,32.91,6,1366.07,No
NC-00146,Yolanda Aller Pintor,Córdoba,2025-09-30,39,Basico,9,,3,23.97,7,249.54,Si
NC-00147,Adelaida Ortiz Martín,Jaén,2026-04-20,44,Estandar,2,37.3,3,71.38,6,216.9,Si
NC-00148,Tamara Rius Giménez,Soria,2025-06-26,52,Basico,12,,2,34.34,8,380.51,Si
NC-00149,Constanza Llamas Ruano,Zaragoza,2023-06-15,18,Basico,37,12.0,3,34.55,5,1249.88,Si
NC-00150,Albina Porcel Navarrete,La Rioja,2021-10-09,52,Basico,57,8.9,2,37.72,5,2141.27,Si
NC-00151,Paloma Dalmau Solsona,Melilla,2021-07-25,54,Estandar,59,34.8,4,55.58,6,3964.64,No
NC-00152,María Amores Prada,Tarragona,2022-11-08,64,Premium,44,114.2,5,97.07,4,4201.46,Si
NC-00153,Marcela Amores-Blanes,Ciudad,2023-10-12,31,Estandar,33,18.0,2,50.2,7,2278.61,No
NC-00154,Bernarda Serrano Espada,Ávila,2024-02-05,20,Estandar,29,29.6,2,219.68,7,2256.17,No
NC-00155,Eladio Pinilla Morán,Soria,2025-07-25,18,Premium,11,87.5,0,95.68,8,1036.46,Si
NC-00156,Javi Morillo,Asturias,2022-08-07,22,Estandar,47,31.2,3,49.79,7,2950.38,No
NC-00157,Pía Pinilla Lobo,Lugo,2023-12-28,43,Basico,30,12.9,3,28.11,4,869.99,Si
NC-00158,Dolores Bilbao Sosa,Huelva,2025-02-03,72,Basico,17,13.0,1,26.66,9,803.98,No
NC-00159,Reinaldo Azorin Olmo,Ourense,2023-01-26,31,Basico,41,14.0,0,32.11,8,1702.27,No
NC-00160,Moreno de Arjona,Cádiz,2025-09-23,56,Basico,9,12.1,1,34.08,9,725.46,No
NC-00161,Duilio Flores Almagro,Madrid,2023-08-17,44,Basico,35,11.8,1,34.89,7,1648.48,No
NC-00162,Calista Dafne Cases Sáenz,Ciudad,2021-10-14,26,Estandar,57,49.3,1,64.92,7,4516.42,No
NC-00163,Lope Gibert Sola,Córdoba,2022-07-23,32,Basico,47,19.2,2,38.78,7,2299.46,No
NC-00164,Rodolfo Peinado-Diez,Ceuta,2023-11-26,32,Estandar,31,26.2,4,60.66,6,1899.82,Si
NC-00165,María Dolores Piedad Carbó Céspedes,Ciudad,2025-09-26,43,Estandar,9,12.4,2,65.68,6,617.9,Si
NC-00166,Baltasar Luis Miguel Amigó Mesa,Burgos,2022-02-10,59,Basico,53,19.3,3,32.53,7,2173.21,No
NC-00167,Nicolasa Perez-Puente,Baleares,2024-08-14,30,Premium,23,65.4,2,90.67,6,3155.88,No
NC-00168,Anselmo Herrero,Soria,2026-06-27,68,Estandar,1,42.1,5,62.25,4,111.02,Si
NC-00169,Pablo Mata Carrillo,Salamanca,2025-08-18,49,Basico,11,,6,29.79,6,759.3,No
NC-00170,Ricarda Armengol-Olivera,Valladolid,2026-05-10,56,Estandar,2,53.0,3,69.56,6,123.46,Si
NC-00171,Inés del Bayón,Lugo,2025-04-02,66,Estandar,15,65.4,2,67.19,7,1807.63,No
NC-00172,Miriam Nogueira,Salamanca,2023-09-27,69,Estandar,33,41.8,2,62.93,5,2063.84,Si
NC-00173,Teobaldo Rivera Trillo,Madrid,2025-08-05,49,Estandar,11,39.1,3,59.57,7,674.98,Si
NC-00174,Inocencio Paredes Segura,Madrid,2022-07-24,21,Estandar,47,36.8,0,56.64,10,3285.91,No
NC-00175,Isaac Echeverría Vélez,Valladolid,2024-09-19,47,Estandar,21,47.8,1,63.29,7,2073.59,No
NC-00176,Mario Tomás-Sola,La Coruña,2025-11-26,54,Basico,7,17.3,4,26.09,7,487.5,No
NC-00177,Sara Ledesma Mora,Valladolid,2026-06-09,40,Basico,1,19.0,2,39.57,7,503.58,No
NC-00178,Severo de Lorenzo,Almería,2021-09-10,56,Basico,58,12.5,1,30.36,8,2114.07,No
NC-00179,Daniela Sobrino Pinilla,Lugo,2023-10-02,62,Estandar,33,43.4,1,60.87,9,2724.47,No
NC-00180,Albina Urrutia Morcillo,Málaga,2022-12-05,32,Basico,43,12.8,2,26.73,7,1493.47,No
NC-00181,Jose Francisco Garay Pacheco,La Coruña,2026-06-29,60,Premium,1,68.8,3,95.49,5,111.64,Si
NC-00182,Francisco Losa-Llorente,Lleida,2022-01-15,46,Estandar,54,39.6,1,56.69,8,3792.64,No
NC-00183,Adelina de Boada,Tarragona,2022-10-15,53,Premium,45,71.5,2,95.4,7,5461.2,No
NC-00184,Plácido del Torres,Guadalajara,2024-04-06,30,Premium,27,113.5,5,100.14,5,2670.85,Si
NC-00185,Purificación de Tamayo,Álava,2025-06-19,49,Premium,12,72.8,0,89.04,8,2131.86,No
NC-00186,Jacinta Alemany Buendía,Jaén,2022-09-11,24,Premium,46,97.3,5,89.11,3,4090.77,Si
NC-00187,Dan Hermenegildo Hervia Medina,Guadalajara,2024-08-01,68,Basico,23,12.6,2,38.92,10,1369.86,No
NC-00188,Flor Sáenz-Núñez,Salamanca,2022-12-07,39,Estandar,43,42.8,1,58.32,7,3240.4,No
NC-00189,Petrona Muro Ortiz,Cádiz,2021-12-29,45,Basico,54,12.9,1,32.41,8,2144.64,No
NC-00190,Elba Medina Iglesias,Ciudad,2023-11-12,19,Basico,32,10.0,3,33.43,7,1476.57,No
NC-00191,Benito de Moles,Lugo,2024-08-13,59,Estandar,23,44.8,2,53.21,8,1862.65,No
NC-00192,Ramiro Esteve Feliu,Huesca,2025-02-10,62,Estandar,17,37.6,1,61.07,7,1795.35,No
NC-00193,Rafael Tomé,Madrid,2024-07-28,74,Basico,23,16.1,2,32.11,5,721.46,Si
NC-00194,Porfirio Zamorano-Luna,Castellón,2021-12-16,70,Estandar,55,35.7,4,55.35,5,3000.54,Si
NC-00195,Sigfrido Ferrera Marti,Tarragona,2024-01-04,23,Premium,30,63.4,2,85.56,7,3612.86,No
NC-00196,Geraldo de Mate,Huesca,2024-01-10,45,Estandar,30,50.8,2,63.11,7,1904.56,Si
NC-00197,Paulino Castañeda Lledó,Cuenca,2026-01-18,45,Estandar,5,47.4,3,65.38,7,366.6,Si
NC-00198,Amando Manzano Cases,Cádiz,2022-03-13,61,Premium,52,78.7,2,93.76,7,5927.8,No
NC-00199,Aroa Alberola Luís,Ourense,2025-11-30,61,Premium,7,91.4,3,86.97,7,605.78,Si
NC-00200,Julia Saez Niño,Badajoz,2023-03-12,37,Estandar,40,50.4,3,54.75,5,2850.2,No
NC-00201,Amancio Iriarte Tejedor,Zaragoza,2023-02-07,47,Premium,41,80.9,2,90.93,5,3682.8,Si
NC-00202,Segismundo Bas Pérez,Navarra,2022-05-07,28,Premium,50,84.0,3,101.22,6,6273.04,No
NC-00203,Angelina Baeza Cordero,Jaén,2022-12-19,72,Premium,42,94.9,4,93.26,4,3952.53,Si
NC-00204,Santiago Mateu Blázquez,Burgos,2026-03-03,45,Basico,4,13.2,2,28.98,6,178.5,Si
NC-00205,Benigno del Gonzalez,Lugo,2024-04-15,42,Basico,27,18.4,0,23.47,10,944.8,No
NC-00206,Fortunata Sanjuan,Cádiz,2024-03-26,56,Basico,27,14.3,3,28.15,7,1088.12,No
NC-00207,Emma Romeu Mayoral,Madrid,2024-02-08,50,Basico,29,11.9,3,25.03,6,763.72,Si
NC-00208,María Teresa Barrena-Cabezas,Santa Cruz de Tenerife,2023-11-08,18,Estandar,32,46.1,2,54.59,7,2429.3,No
NC-00209,Matías Galván,Zamora,2024-08-17,74,Estandar,23,28.6,4,58.46,5,1330.05,Si
NC-00210,Natalio Bertrán-Crespo,Granada,2022-05-11,44,Premium,50,130.3,4,96.02,6,5935.79,No
NC-00211,Chema de Crespi,Navarra,2026-02-02,74,Basico,5,21.3,4,40.63,4,198.09,Si
NC-00212,Hernando Sanjuan Soriano,La Coruña,2026-06-24,69,Premium,1,100.3,4,100.42,3,68.89,Si
NC-00213,Alcides David Maldonado Luna,Tarragona,2024-07-14,30,Estandar,24,44.3,2,56.39,6,2020.72,No
NC-00214,Andrea Guillen Lamas,Almería,2022-10-07,58,Estandar,45,43.8,1,54.8,8,3138.2,No
NC-00215,Nadia Figuerola-Rodríguez,Córdoba,2021-08-27,20,Premium,58,80.2,0,99.93,10,7026.26,No
NC-00216,Lalo Gomila Company,Santa Cruz de Tenerife,2022-09-16,56,Estandar,46,43.0,4,67.6,6,3098.23,Si
NC-00217,Severiano Cisneros-Bellido,León,2025-12-13,23,Basico,7,,3,20.16,7,424.69,No
NC-00218,Celestino Meléndez Malo,Córdoba,2023-12-09,25,Premium,31,100.1,0,95.47,8,4124.71,No
NC-00219,Beatriz Solís Mateu,Huesca,2024-09-18,44,Basico,21,18.5,0,30.59,7,1030.34,No
NC-00220,Elena Vall Uribe,Huelva,2025-09-01,26,Basico,10,13.5,7,34.6,4,318.43,Si
NC-00221,Anita Ariño Rosales,La Rioja,2025-01-18,54,Premium,17,78.1,2,102.52,8,1797.07,Si
NC-00222,María Del Carmen Ibáñez Amigó,Huelva,2024-06-09,50,Basico,25,10.2,8,28.6,2,731.6,Si
NC-00223,Darío Almansa Leon,Ourense,2022-12-06,68,Estandar,43,54.6,0,50.16,8,2748.82,No
NC-00224,Almudena Díez-Sosa,Vizcaya,2022-06-01,59,Basico,49,12.9,2,34.19,7,2070.32,No
NC-00225,Modesta Salamanca,Huelva,2023-05-25,61,Premium,37,86.0,0,100.55,9,4917.64,No
NC-00226,Cipriano Ruano-Téllez,Soria,2022-11-10,41,Basico,44,16.2,1,30.1,8,1655.05,No
NC-00227,Joel Oliveras Real,Vizcaya,2025-10-28,32,Premium,8,95.6,6,91.03,4,757.89,Si
NC-00228,Estrella Calvo Cuevas,Ávila,2023-06-04,71,Estandar,37,47.5,1,57.56,8,2792.96,No
NC-00229,Guiomar Valbuena Maldonado,Salamanca,2023-02-23,49,Basico,40,13.5,2,35.6,7,1859.89,No
NC-00230,Ruth Arco Sanz,Lleida,2026-04-18,49,Estandar,3,28.6,1,55.59,8,153.27,Si
NC-00231,Fausto Iniesta Morales,Cáceres,2026-01-06,41,Premium,6,63.7,1,93.01,7,578.18,Si
NC-00232,Rolando Quintero Vilar,La Rioja,2026-01-26,58,Estandar,5,34.2,5,58.56,6,317.0,Si
NC-00233,Nando Sevilla Reyes,Asturias,2026-03-26,69,Basico,3,11.2,5,30.74,6,72.9,Si
NC-00234,Ciríaco Villegas Pardo,Cáceres,2022-07-07,66,Estandar,48,37.0,3,62.21,5,2985.06,Si
NC-00235,Prudencia Leticia Salamanca Aznar,Ceuta,2025-02-03,66,Estandar,17,53.1,2,57.92,6,941.34,Si
